item_id,condition,prompt_hash,prompt,raw_response_manual
fixed_q001,raw,c2e4cef4dc6da98f,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
A team is working on reducing unsupported answers from an automatic writing system. Which explanation best supports using RAG for LLM hallucination?

Choices:
A. It reduces error by using independent observations together.
B. It adds or removes remote capacity without owning every machine locally.
C. It checks outside records before answering, so unsupported claims are less likely.
D. It makes past versions recoverable and conflicting edits visible.
",
fixed_q001,rule_only,55b8bb28b0d8de41,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that first searches a store of relevant records before composing a reply. A team is working on reducing unsupported answers from an automatic writing system. Which explanation best supports using this method? Focus on the mechanism, not on the modern name.

Choices:
A. It reduces error by using independent observations together.
B. It adds or removes remote capacity without owning every machine locally.
C. It checks outside records before answering, so unsupported claims are less likely.
D. It makes past versions recoverable and conflicting edits visible.
",
fixed_q001,length_controlled,799d0b30f59d808a,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider the same practical situation described in plain terms. Use only the information in the question and choices. A team is working on reducing unsupported answers from an automatic writing system. Which explanation best supports using this method? Choose the option that best explains the mechanism. neutral

Choices:
A. It reduces error by using independent observations together.
B. It adds or removes remote capacity without owning every machine locally.
C. It checks outside records before answering, so unsupported claims are less likely.
D. It makes past versions recoverable and conflicting edits visible.
",
fixed_q001,proposed,2b4dc7a5c2cc8d1e,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that first searches a store of relevant records before composing a reply. A team is working on reducing unsupported answers from an automatic writing system. Which explanation best supports using this method? Explain the functional reason in ordinary terms and choose the best option.

Choices:
A. It reduces error by using independent observations together.
B. It adds or removes remote capacity without owning every machine locally.
C. It checks outside records before answering, so unsupported claims are less likely.
D. It makes past versions recoverable and conflicting edits visible.
",
fixed_q001,proposed_no_validator,2b4dc7a5c2cc8d1e,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that first searches a store of relevant records before composing a reply. A team is working on reducing unsupported answers from an automatic writing system. Which explanation best supports using this method? Explain the functional reason in ordinary terms and choose the best option.

Choices:
A. It reduces error by using independent observations together.
B. It adds or removes remote capacity without owning every machine locally.
C. It checks outside records before answering, so unsupported claims are less likely.
D. It makes past versions recoverable and conflicting edits visible.
",
fixed_q002,raw,ab7cfb106d747f8e,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider the use of GPU acceleration for training a large pattern-learning calculator. What is its most relevant advantage?

Choices:
A. It adds or removes remote capacity without owning every machine locally.
B. It combines many small weighted signals into a prediction.
C. It reduces error by using independent observations together.
D. It performs many similar calculations in parallel instead of one after another.
",
fixed_q002,rule_only,9384080d47443d2e,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that uses many small calculating units at the same time. Consider the use of this method for training a large pattern-learning calculator. What is its most relevant advantage? Focus on the mechanism, not on the modern name.

Choices:
A. It adds or removes remote capacity without owning every machine locally.
B. It combines many small weighted signals into a prediction.
C. It reduces error by using independent observations together.
D. It performs many similar calculations in parallel instead of one after another.
",
fixed_q002,length_controlled,0b33a39a99fcfbe7,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider the same practical situation described in plain terms. Use only the information in the question and choices. Consider the use of this method for training a large pattern-learning calculator. What is its most relevant advantage? Choose the option that best explains the mechanism.

Choices:
A. It adds or removes remote capacity without owning every machine locally.
B. It combines many small weighted signals into a prediction.
C. It reduces error by using independent observations together.
D. It performs many similar calculations in parallel instead of one after another.
",
fixed_q002,proposed,dba843e541e31e6c,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that uses many small calculating units at the same time. Consider the use of this method for training a large pattern-learning calculator. What is its most relevant advantage? Explain the functional reason in ordinary terms and choose the best option.

Choices:
A. It adds or removes remote capacity without owning every machine locally.
B. It combines many small weighted signals into a prediction.
C. It reduces error by using independent observations together.
D. It performs many similar calculations in parallel instead of one after another.
",
fixed_q002,proposed_no_validator,dba843e541e31e6c,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that uses many small calculating units at the same time. Consider the use of this method for training a large pattern-learning calculator. What is its most relevant advantage? Explain the functional reason in ordinary terms and choose the best option.

Choices:
A. It adds or removes remote capacity without owning every machine locally.
B. It combines many small weighted signals into a prediction.
C. It reduces error by using independent observations together.
D. It performs many similar calculations in parallel instead of one after another.
",
fixed_q003,raw,1574243d0c7904f8,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Which mechanism explains why API can help with letting two software services cooperate?

Choices:
A. It gives both systems a stable contract for requests and replies.
B. It marks likely unwanted messages before they reach the reader.
C. It groups texts by language evidence rather than manual reading alone.
D. It cuts delay by avoiding a long trip to a remote machine.
",
fixed_q003,rule_only,2eca54688eaf49ee,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that offers a published set of commands that one machine can use to request work from another. Which mechanism explains why this method can help with letting two software services cooperate? Focus on the mechanism, not on the modern name.

Choices:
A. It gives both systems a stable contract for requests and replies.
B. It marks likely unwanted messages before they reach the reader.
C. It groups texts by language evidence rather than manual reading alone.
D. It cuts delay by avoiding a long trip to a remote machine.
",
fixed_q003,length_controlled,22a89b482c51944f,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider the same practical situation described in plain terms. Use only the information in the question and choices. Which mechanism explains why this method can help with letting two software services cooperate? Choose the option that best explains the mechanism. neutral plain general ordinary brief careful

Choices:
A. It gives both systems a stable contract for requests and replies.
B. It marks likely unwanted messages before they reach the reader.
C. It groups texts by language evidence rather than manual reading alone.
D. It cuts delay by avoiding a long trip to a remote machine.
",
fixed_q003,proposed,a9b09c78d0186c0a,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that offers a published set of commands that one machine can use to request work from another. Which mechanism explains why this method can help with letting two software services cooperate? Explain the functional reason in ordinary terms and choose the best option.

Choices:
A. It gives both systems a stable contract for requests and replies.
B. It marks likely unwanted messages before they reach the reader.
C. It groups texts by language evidence rather than manual reading alone.
D. It cuts delay by avoiding a long trip to a remote machine.
",
fixed_q003,proposed_no_validator,a9b09c78d0186c0a,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that offers a published set of commands that one machine can use to request work from another. Which mechanism explains why this method can help with letting two software services cooperate? Explain the functional reason in ordinary terms and choose the best option.

Choices:
A. It gives both systems a stable contract for requests and replies.
B. It marks likely unwanted messages before they reach the reader.
C. It groups texts by language evidence rather than manual reading alone.
D. It cuts delay by avoiding a long trip to a remote machine.
",
fixed_q004,raw,1aba24144816f075,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
A decision-maker is comparing methods for finding records in a huge table. Why might database index be selected?

Choices:
A. It keeps the program environment consistent across machines.
B. It avoids inspecting every record one by one.
C. It converts images of letters into machine-readable characters.
D. It combines many small weighted signals into a prediction.
",
fixed_q004,rule_only,924f819fcc279c12,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that keeps a smaller ordered guide to where records are stored. A decision-maker is comparing methods for finding records in a huge table. Why might this method be selected? Focus on the mechanism, not on the modern name.

Choices:
A. It keeps the program environment consistent across machines.
B. It avoids inspecting every record one by one.
C. It converts images of letters into machine-readable characters.
D. It combines many small weighted signals into a prediction.
",
fixed_q004,length_controlled,edf386131a615b71,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider the same practical situation described in plain terms. Use only the information in the question and choices. A decision-maker is comparing methods for finding records in a huge table. Why might this method be selected? Choose the option that best explains the mechanism.

Choices:
A. It keeps the program environment consistent across machines.
B. It avoids inspecting every record one by one.
C. It converts images of letters into machine-readable characters.
D. It combines many small weighted signals into a prediction.
",
fixed_q004,proposed,1e73a8d813bbfd42,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that keeps a smaller ordered guide to where records are stored. A decision-maker is comparing methods for finding records in a huge table. Why might this method be selected? Explain the functional reason in ordinary terms and choose the best option.

Choices:
A. It keeps the program environment consistent across machines.
B. It avoids inspecting every record one by one.
C. It converts images of letters into machine-readable characters.
D. It combines many small weighted signals into a prediction.
",
fixed_q004,proposed_no_validator,1e73a8d813bbfd42,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that keeps a smaller ordered guide to where records are stored. A decision-maker is comparing methods for finding records in a huge table. Why might this method be selected? Explain the functional reason in ordinary terms and choose the best option.

Choices:
A. It keeps the program environment consistent across machines.
B. It avoids inspecting every record one by one.
C. It converts images of letters into machine-readable characters.
D. It combines many small weighted signals into a prediction.
",
fixed_q005,raw,46e4a81931c22712,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
What practical benefit does cloud computing provide when the goal is handling sudden demand for computation?

Choices:
A. It checks outside records before answering, so unsupported claims are less likely.
B. It avoids inspecting every record one by one.
C. It adds or removes remote capacity without owning every machine locally.
D. It gives both systems a stable contract for requests and replies.
",
fixed_q005,rule_only,bf4ff2e9d3f48061,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that rents distant computing machines as needed. What practical benefit does this method provide when the goal is handling sudden demand for computation? Focus on the mechanism, not on the modern name.

Choices:
A. It checks outside records before answering, so unsupported claims are less likely.
B. It avoids inspecting every record one by one.
C. It adds or removes remote capacity without owning every machine locally.
D. It gives both systems a stable contract for requests and replies.
",
fixed_q005,length_controlled,b0c0d1c15c4ffea9,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider the same practical situation described in plain terms. Use only the information in the question and choices. What practical benefit does this method provide when the goal is handling sudden demand for computation? Choose the option that best explains the mechanism.

Choices:
A. It checks outside records before answering, so unsupported claims are less likely.
B. It avoids inspecting every record one by one.
C. It adds or removes remote capacity without owning every machine locally.
D. It gives both systems a stable contract for requests and replies.
",
fixed_q005,proposed,a0d5d2f18fa61841,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that rents distant computing machines as needed. What practical benefit does this method provide when the goal is handling sudden demand for computation? Explain the functional reason in ordinary terms and choose the best option.

Choices:
A. It checks outside records before answering, so unsupported claims are less likely.
B. It avoids inspecting every record one by one.
C. It adds or removes remote capacity without owning every machine locally.
D. It gives both systems a stable contract for requests and replies.
",
fixed_q005,proposed_no_validator,a0d5d2f18fa61841,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that rents distant computing machines as needed. What practical benefit does this method provide when the goal is handling sudden demand for computation? Explain the functional reason in ordinary terms and choose the best option.

Choices:
A. It checks outside records before answering, so unsupported claims are less likely.
B. It avoids inspecting every record one by one.
C. It adds or removes remote capacity without owning every machine locally.
D. It gives both systems a stable contract for requests and replies.
",
fixed_q006,raw,a494b70f36ee6a1b,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Suppose a system must handle finding useful pages in a vast electronic library. Which statement best explains the role of search engine?

Choices:
A. It converts images of letters into machine-readable characters.
B. It represents the same information with fewer symbols.
C. It avoids inspecting every record one by one.
D. It orders many records by signals of relevance.
",
fixed_q006,rule_only,ae4b67ae8c775d4c,"You must answer the following multiple-choice question.
Choose exactly one option among A, B, C, and D.
Return only the letter.

Question:
Consider a method that matches a query against a large catalog and ranks likely useful records. Suppose a system must handle finding useful pages in a vast electronic library. Which statement best explains the role of this method? Focus on the mechanism, not on the modern name.

Choices:
A. It converts images of letters into machine-readable characters.
B. It represents the same information with fewer symbols.
C. It avoids inspecting every record one by one.
D. It orders many records by signals of relevance.
",
